Sphinx 2.2.10-id64-release (2c212e0)
Copyright (c) 2001-2015, Andrew Aksyonoff
Copyright (c) 2008-2015, Sphinx Technologies Inc (http://sphinxsearch.com)

using config file '/data/server/gaojian/sphinx/sphinx.conf'...
dumping dictionary for index 'talent_index'...
keyword,docs,hits,offset
冊,7,21,69291457
冋,1,6,102170540
册,34661,66851,317016766
再,15519,21672,253736860
冏,2,2,90057690
冐,1,1,302043947
冑,36,62,269383404
冒,1340,1768,51115350
冓,13,17,119318438
冕,86,93,276601618
冖,4,4,51887604
冗,1018,1364,119200449
冘,3,9,286759500
写,180616,424151,260317771
军,15576,25947,128683227
农,22435,53764,287238178
冝,1,1,259808808
冞,1,1,60852355
冟,1,1,133908719
冠,7350,11033,339828037
冢,56,68,7711783
冣,1,1,166132868
冤,27,29,340792875
冥,67,88,225055100
冨,62,174,329752250
冩,11,14,212075966
冪,13,13,20976300
冬,2074,2770,327139891
冭,2,2,218231015
冮,19,50,22185961
冯,1536,1745,176687234
冰,3607,5633,364316715
冱,1,7,185606453
冲,7255,11348,35021220
决,82144,180057,159665606
冴,1,1,353814565
况,223141,402245,194982305
冶,15083,20088,46526184
冷,7702,13285,149581434
冹,1,1,205599753
冻,1351,2350,139427524
冼,38,39,378585723
冽,2,2,196820668
冾,4,4,27609385
净,4426,7485,294005720
凂,1,1,56557401
凃,1,1,113136125
凄,9,9,302869312
凅,1,1,267252682
准,69398,152096,47456272
凇,17,21,125364074
凈,4,4,292930623
凉,674,898,257081067
凋,34,36,137676390
凌,2246,2948,281001843
凍,2,11,263233937
减,14598,22231,128459110
凑,275,345,234808197
凔,1,1,309744954
凕,1,1,236869217
凗,1,1,105587816
凘,1,1,317499397
凛,3,3,92535401
凜,1,2,320695801
凝,6178,9139,245718647
几,19130,25716,354613665
凡,3184,4549,193618392
凤,3596,5903,361455980
凥,1,1,186235900
処,71,121,39094649
凧,2,2,156069547
凩,1,1,199140621
凫,8,12,146835490
凬,1,1,372757775
凭,8011,14992,200369143
凮,1,1,32705244
凯,7633,10969,142138736
凰,1845,3313,347217480
凱,5,7,222206157
凳,56,76,171351736
凵,1,1,232007131
凶,37,40,9959069
凷,1,1,163852094
凸,518,690,324956300
凹,123,156,219637003
出,141886,408727,26492124
击,20883,26923,175139315
凼,3,3,330904106
函,6598,9482,210664032
凾,2,5,14624830
凿,52,111,182478926
刀,2030,4153,110322386
刁,122,129,81041206
刂,8,8,232995495
刃,632,773,313844295
刄,1,1,104933416
分,166042,917710,241203042
切,21467,31500,306742366
刈,3,3,89699311
刉,3,3,80243019
刊,8851,15870,253638858
刍,25,28,67166358
刎,2,2,242993904
刐,1,1,119119735
刑,625,1099,51600569
划,121567,607462,275376010
刔,1,1,119224091
刕,1,1,50791565
刖,1,1,269370658
列,40428,76714,301854591
刘,13077,15710,135487976
则,26555,43080,60902226
刚,7401,10341,259918018
创,88931,177210,287932623
初,39424,62004,63725746
删,7345,14438,170700252
刢,1,1,225449133
判,32583,59415,166300900
別,50,61,8525467
刨,462,536,176501443
利,102884,240226,20990190
刪,2,2,217321399
别,48932,84107,326654336
刮,394,743,212061478
到,168921,451930,148821348
刲,1,1,194577468
刳,1,1,352506038
制,167173,926495,184339246
刷,15607,23934,363869765
券,46520,125411,147057363
刹,213,304,27659902
刺,1430,1808,196950601
刻,17898,21660,378592991
剀,3,3,125372192
剁,14,16,47771363
剂,3742,9538,267752476
剃,56,79,303836497
剄,1,1,114855893
則,16,19,296287700
剈,1,1,127858773
削,589,931,263230116
剌,2,2,136606414
前,224285,760902,58128030
剐,18,42,105272394
剑,4637,7503,84563461
剒,1,1,235700026
剓,1,1,309420173
剔,318,384,108755886
剖,1001,1264,234595220
剘,2,2,96182471
剚,1,1,247420507
剛,2,2,320929700
剝,1,1,73617134
剞,1,1,252723480
剟,2,2,317838351
剡,4,4,40534777
剣,7,10,363026264
剤,1,2,154827700
剥,560,732,42046458
剧,5684,11322,355087966
剩,1035,1191,32506745
剪,4176,7875,199169843
剫,1,1,372676960
剭,2,2,28004213
副,32016,62151,374039077
剰,2,2,163808806
割,2760,4942,231992880
剳,1,1,333040499
剴,1,1,171177738
創,32,52,1305613
剽,4,4,27216719
剿,17,28,326608711
劂,1,1,212075958
劃,51,144,329751971
劇,2,2,327150003
劈,35,38,166132651
劉,23,39,7711673
劍,1,1,2815937
劒,3,3,205599730
劔,2,31,146934292
劖,1,1,196820681
力,211463,1359130,364333811
劝,282,318,46599310
办,89365,232469,194583410
功,79987,302642,353464077
加,177819,535030,101441270
务,202374,1660401,68459251
劢,48,85,245649666
劣,1980,2295,322165584
劤,1,1,90057703
劥,1,1,80772682
动,163469,788515,103122155
助,129776,383199,86102215
努,26370,32993,241012109
劫,171,261,306309271
劬,1,1,110270210
劭,15,17,81038457
励,20758,32923,63612646
劲,2584,3510,261136053
劳,44147,69515,286759522
労,14,18,133908726
劵,99,181,60852362
効,19,23,51122357
劺,2,2,269383385
劻,1,1,302043940
劼,2,2,119200406
劾,4,4,276602131
势,23330,35560,298049810
勃,624,817,374292890
勇,15189,17163,372684681
勉,1129,1220,42038588
勋,460,570,354611125
勍,3,4,39094628
勎,1,1,186489484
勏,2,22,361472853
勐,19,35,175124418
勒,2077,3397,219785275
勓,1,1,324959178
勔,1,1,182679720
動,160,406,14625109
勖,1,1,210663578
勘,3800,6279,171352060
務,313,1762,2289402
勝,8,10,9959006
勞,7,14,232007144
募,7683,14010,333044702
勠,2,2,137676604
勢,18,30,257080957
勣,1,27,292930605
勤,47592,72142,128235635
勪,33,61,277646516
勫,18,22,294027062
勬,53,277,125364188
勭,30,39,47770092
勮,5,5,267051013
勯,28,51,302869174
勰,8,8,92535529
勱,3,3,73613761
勲,1,1,252276896
勳,1,1,317499374
勵,10,13,71209234
勷,1,1,320695862
勸,1,2,108915273
勺,25,36,234809749
勾,701,856,236865353
勿,2920,3073,309583335
匀,318,421,61027104
匃,1,1,259951919
包,106726,316437,128754245
匆,50,94,286970748
匈,98,161,51603848
匊,1,1,297192492
匍,10,14,119224098
匏,1,1,269370650
匐,5,5,80242983
匓,1,1,253638844
匕,4,4,99696834
化,154918,634036,320993299
北,186306,751172,242993917
匘,1,1,81041200
匙,731,1147,110332404
匚,8,18,313847778
匝,97,239,104932878
匟,2,2,241903387
匠,259,314,27658438
匡,198,237,147268938
匣,54,74,196950291
匦,1,1,367531089
匪,886,938,352506045
匭,1,1,159554391
匮,93,103,363869227
匯,14,24,185045036
匱,1,1,176501435
匴,1,1,19962841
匵,2,2,176956384
匹,7128,10943,170666260
区,222472,683333,341461313
医,42030,160893,225449140
匾,35,58,339869362
匿,205,277,226930659
區,42,92,73035539
十,31820,51710,96034054
千,11893,17353,247420514
卄,1,1,73617128
卅,10,14,92925801
卆,1,1,317838361
升,58751,128076,252457193
午,1475,2045,84585048
卉,592,881,105269248
半,41442,64633,309226169
卍,3,10,108757689
华,73488,161350,310648902
协,140871,467959,233984535
卑,293,316,127858780
卒,170,224,280465956
卓,12284,19531,263172905
協,91,212,59038310
单,101671,297864,136156490
卖,23526,41284,291208939
南,80739,205898,254738975
単,73,439,47771000
博,33680,72279,303836819
卜,372,469,57310500
卞,166,226,296286892
卟,32,65,278952912
占,12799,21038,14721565
卡,26872,69415,182681012
卢,1429,1700,330922713
卣,7,7,210739850
卤,131,278,27216745
卦,225,305,326607452
卧,529,851,219839213
卫,22297,35968,231888149
卮,2,2,345530126
卯,34,35,221461016
印,25311,45569,32512374
危,5792,10852,140431132
即,104663,118662,199189560
却,2244,2972,27992752
卵,64,98,146830882
卶,1,1,374183745
卷,7256,12725,198914465
卸,2908,3570,40534801
卼,1,1,42046452
卾,1,1,355114583
卿,300,334,194432272
厁,1,1,159665598
厂,36417,97597,365191333
厄,112,153,46600954
厅,12465,25710,149618215
历,228594,953440,352548736
厇,1,1,194982298
厉,568,631,139434432
压,46798,72385,205377410
厌,255,326,27607921
厍,8,14,146934246
厑,40,117,166132471
厔,1,1,2815931
厕,80,94,170491139
厗,1,1,225055093
厘,265,313,20976502
厚,8623,9788,329709634
厜,1,1,22185947
厝,29,33,176687057
厞,2,2,327150018
原,74048,154153,218231027
厠,3,3,51122472
厢,332,473,302042108
厣,1,1,269383396
厤,1,1,51887597
厥,4,5,119200419
厦,12139,24694,298159490
厧,5,7,276602101
厨,3358,5672,63709799
厩,11,16,128683170
厮,30,30,287237995
厰,3,4,86102192
厳,3,4,241012085
厶,2,3,313841480
厷,39,295,232975733
厸,1,1,68459244
去,24892,37075,245532315
厼,2,2,80772689
县,10733,17955,253687170
叁,153,191,171370370
参,115533,341207,346712829
參,31,48,222205973
叄,2,2,9959056
叆,11,12,333044641
又,9059,11253,26448288
叉,2994,4292,175124529
及,189395,1440994,324959185
友,31415,51238,219637719
双,20508,31576,14625919
反,43133,71425,182479225
収,53,89,330903799
叏,108,785,210663586
发,198631,1518911,154010581
叒,2,2,354611112
叔,115,210,39094012
取,66012,119253,361472868
受,53501,75237,186235906
变,44209,82711,28015630
叙,313,389,146833725
叚,1,1,374292883
叛,41,47,199140634
叜,1,1,32705250
叟,3,3,200369122
叠,1462,2034,82430066
叡,4,19,108915250
叢,1,2,311329116
口,219213,390523,234809900
古,9006,15019,85616622
句,4749,6237,105587829
另,29960,34370,309598308
叧,2,2,236865340
叨,24,31,73613778
叩,17,22,92535421
只,15263,20442,317426403
叫,7602,15555,252276903
召,8240,11241,71169863
叭,126,215,93963537
叮,131,237,320695869
可,164642,355692,245748436
台,97590,398501,56133714
叱,20,20,113136000
史,11074,15705,294027157
右,98098,107571,277162330
叴,1,1,47770242
叵,1,1,125364180
叶,3248,4492,302853992
号,44827,93170,267051041
司,212685,1639718,59067737
叹,67,72,137676615
叺,1,1,292930616
叻,5,5,257080922
叼,4,4,65662826
叽,26,49,128235487
叾,2,2,281012874
叿,8,9,263233954
吁,43,50,271669392
吃,37138,40823,121405154
各,135589,498333,300127960
吅,2,4,274288437
吆,20,24,52529112
合,191403,900202,284636384
吉,15658,28533,261720607
吊,1202,2067,63115676
吋,4,6,130576951
同,131454,410716,288325491
名,109657,223162,257825593
后,134730,396152,61032366
吐,876,1318,306845217
向,222248,392165,239030814
吒,11,14,87901491
吓,35,40,102170644
吕,1608,1912,233163336
吖,21,83,80827814
吗,421,585,110841249
吚,2,2,70028761
君,3701,5250,98686784
吝,34,34,253916468
吞,460,732,78264247
吟,80,94,90461610
吠,7,9,367045806
吡,59,105,184304091
吣,2,2,159520807
吥,1,1,196356732
否,12073,20593,45897451
吧,5006,9503,150888347
吨,1929,5048,367569301
吩,103,129,203547654
含,52596,68186,139025644
听,168380,216211,377293403
吭,9,9,197230579
吮,4,5,27258843
启,11995,17693,147739639
吱,13,22,227018623
吲,13,13,6709907
吳,9,11,166509773
吴,5831,7510,342422776
吵,47,69,224469049
吷,2,2,167189239
吸,7591,10039,329004527
吹,497,680,214402083
吻,267,440,178150355
吼,39,73,328411166
吾,419,649,23411980
吿,1,1,176455215
呀,120,215,311616236
呂,2,2,82753770
呃,1,1,108469798
呆,1079,1445,84539098
呈,4462,5751,318168892
呉,10,16,251377557
告,83281,250072,75188672
呋,32,52,91098068
呍,1,1,247910713
呎,1,1,70055758
呏,1,1,96194408
呐,37,39,293038202
呒,15,15,52600334
呓,14,14,115796605
呔,8,22,305819003
呕,24,28,264439661
呖,3,3,49739780
呗,37,45,124235920
员,196422,958503,290393768
呙,6,6,257473249
呛,16,19,138993036
呜,11,41,283181617
呞,1,1,66507442
呟,2,3,126954156
呢,403,497,1295765
呤,7,12,336544374
呦,12,19,12828763
周,47888,82191,323260456
呪,1,1,24067198
呫,9,11,175345325
呬,2,2,331868949
呭,11,13,208166383
呮,50,84,16466288
呯,8,11,179882243
呰,5,5,355802713
呱,115,605,190194267
呲,2,2,43522708
味,3973,5859,151827615
呴,3,3,356948174
呵,188,294,186999897
呷,60,178,157113440
呸,2,2,375133607
呻,1,1,145000119
呼,9726,21419,372193581
命,14258,20459,203448727
咀,31,43,378269905
咃,4,4,148266207
咄,12,13,369249942
咅,1,1,204674577
咆,15,17,34872553
咈,1,3,349975334
咋,25,25,150885568
和,188497,1459686,365897575
咍,1,1,183481218
咎,17,21,35072467
咏,204,239,159229211
咐,113,134,327192396
咑,2,3,215459110
咒,23,28,22887468
咔,85,260,328981988
咕,154,331,214064090
咖,1662,2891,18780196
咙,8,8,225027874
咚,73,133,5915352
咛,6,6,170359404
咝,5,58,227019436
咤,15,15,285536305
咦,4,4,63290032
咧,30,59,130712559
咨,56930,129650,298221508
咩,3,4,273240599
咪,318,503,51953159
咫,45,49,118100792
咬,82,89,301641627
咭,11,32,271333231
咮,1,1,50384962
咯,42,60,120574061
咱,109,144,253908833
咳,44,77,90249183
咸,1580,2283,313185792
咹,2,2,233251781
咺,1,1,80919571
咻,2,8,111658796
咽,52,70,240842472
咾,1,1,88996671
咿,9,19,103093985
哀,54,62,332106429
品,162068,1181676,208495560
哂,1,1,16818706
哄,62,80,323990741
哆,65,102,25362944
哇,138,254,175869683
哈,12101,27171,336370068
哉,35,39,229715075
哌,36,45,344148201
响,20541,30804,223771788
哎,42,54,78
哏,2,2,171790562
哐,12,29,371096267
哑,134,170,202573776
哒,85,123,30102210
哓,8,8,142422349
哔,10,35,375131915
哖,1,1,29453843
哗,21,30,144197697
哘,1,3,359878455
哙,1,1,188835112
哚,8,10,38411618
哟,44,56,152191965
員,168,496,249885833
哣,1,1,97638840
哥,1834,2937,251681055
哦,209,250,76373966
哨,96,145,307629582
哩,22,25,237208769
哪,3148,4839,83682883
哭,53,59,233923614
哮,47,63,82741593
哲,2172,2946,66491343
哵,1,1,257085014
哸,2,2,305862854
哺,116,241,50164554
哼,15,22,293999153
哿,1,6,118095200
唁,1,1,323258920
唃,1,1,70028773
唆,5,6,90462059
唇,83,237,78263800
唉,5,5,306845183
唏,5,13,80827780
唐,7253,12159,261688171
唑,116,257,285445848
唔,9,9,258288232
唛,61,69,50398880
唠,28,33,214401911
唢,2,2,178151841
唤,478,608,216330804
唥,1,1,328411159
唧,3,3,23414282
唬,74,158,224469326
售,123721,763140,166668628
唯,6026,7920,4133664
唰,5,21,203548242
唱,7738,10157,367531661
唴,15,24,197230505
唷,8,10,27258791
唹,1,2,367045795
唼,1,1,196356726
唽,47,156,350884165
唾,17,21,150912090
啀,5,26,257473286
啁,2,8,290393751
啂,2,2,138993023
啃,41,48,58052848
啄,49,69,262448848
啅,14,153,283181686
商,183501,942605,126954170
啇,1,1,66507436
啉,31,45,293038021
啊,365,583,115794636
啋,1,1,52600425
問,114,240,49739163
啐,1,1,251377550
啓,14,14,75188593
啔,18,109,247910720
啕,1,1,319787339
啖,2,2,96194393
啗,4,4,70055765
啙,1,1,311616898
啜,5,5,238500487
啝,2,2,309136439
啟,3,3,84544871
啠,1,1,197624654
啡,1522,2653,375133618
啣,2,2,29460482
啤,2400,5245,203516390
啥,82,107,372193110
啦,655,1310,142884712
啧,4,20,32504830
啨,1,1,190194260
啩,1,1,355802741
啪,62,189,151846965
啬,13,13,187000909
啮,15,15,157113345
啯,4,10,35968766
啰,2,2,220192129
啱,1,1,323260449
啳,2,2,24067205
啵,9,9,331868961
啶,43,105,179882289
啷,2,2,16466274
啸,236,271,224419474
啺,1,5,174265138
啻,1,1,1298037
啼,10,10,229758834
啾,7,15,161163300
喀,263,363,225026423
喁,1,2,343870448
喂,181,250,170359444
喃,21,28,5915223
善,88498,167922,227019468
喅,4,4,339404558
喆,35,42,166566751
喇,133,220,6711921
喉,169,254,327193053
喊,112,145,175976574
喋,5,7,22887431
喌,1,1,214064916
喍,1,1,328981980
喏,1,1,18788633
喑,18,20,349975218
喓,1,1,45890884
喔,72,108,183480812
喖,1,1,159230351
喘,49,82,197276298
喙,4,7,378269877
喜,39400,60965,204490583
喝,726,866,369250011
喞,1,1,139425737
喠,37,102,233251794
喣,1,1,80919578
喧,66,71,88996291
喫,1,1,78260702
喬,1,3,242012838
單,28,62,97639784
喰,31,114,273240458
喱,20,27,298478456
喳,1,1,51953151
喵,395,793,301639751
営,81,168,120573624
喷,2355,4255,50384969
喸,1,1,259774069
喹,21,24,289848280
喻,360,418,62284202
喼,1,1,262372443
喽,21,48,285536179
嗂,1,1,159224942
嗃,1,1,38411611
嗄,3,5,191289031
嗅,622,662,356820283
嗆,1,1,152191958
嗊,2,2,142422399
嗍,1,1,375131907
嗑,5,7,336370031
嗒,75,119,160859030
嗓,31,38,12785137
嗔,7,16,223771737
嗖,21,51,171790574
嗗,15,16,1
嗘,10,10,209173857
嗙,1,1,332106422
嗛,1,1,16818714
嗜,401,484,221458702
嗝,4,5,323991098
嗟,1,1,25362936
嗡,42,160,305862651
嗣,61,123,50165191
嗤,5,7,280465698
嗦,7,7,118095209
嗨,197,366,262442635
嗪,39,49,126141520
嗫,2,2,66501995
嗬,1,1,257085006
嗯,13,22,57312501
嗲,3,3,105614288
嗳,13,22,83682800
嗷,2,5,82741868
嗺,2,2,97638847
嗽,13,24,318203877
嘀,134,266,6709989
嘁,1,1,166510146
嘂,1,1,338755041
嘈,25,25,19255971
嘉,13823,21057,178086689
嘊,1,1,329041240
嘋,1,1,214404820
嘌,12,15,23414320
嘎,60,91,328410814
嘐,1,1,35805301
嘓,1,1,184304084
嘔,2,2,45897380
嘗,6,6,196356739
嘘,25,42,33585348
嘚,1,1,367578553
嘛,78,93,203548276
嘝,1,1,147796209
嘞,7,14,377293356
嘟,84,184,197203754
嘡,1,1,102170638
嘣,2,2,240589329
嘤,8,9,80827922
嘧,18,25,233156293
嘪,1,1,323112124
嘭,6,24,90461572
嘮,1,1,315537237
嘱,183,364,121404129
嘲,33,40,301675232
嘴,833,1149,52529604
嘵,2,2,118265872
嘶,17,35,300127862
嘹,7,7,130576985
嘻,74,128,261687747
嘾,1,1,288898364
嘿,69,115,258288291
噀,2,2,43522697
噂,1,1,355860567
噃,1,1,190194832
噇,1,1,186999890
噈,1,1,29460495
噌,1,1,32504822
噎,11,39,372237983
噜,30,76,16466094
噢,13,15,293037087
噣,1,1,279324892
噧,3,3,264439812
器,72978,252995,57733070
噩,14,23,138992942
噪,938,1917,291199285
噬,55,175,66507449
噯,1,1,262448812
噰,1,1,82753783
噱,60,72,108470143
噲,1,1,311616229
噴,6,6,84539055
噶,10,12,309136450
噷,2,4,238500532
噸,8,14,75165549
噹,1,1,91098062
噺,38,89,318190744
噻,46,89,251377609
噼,6,6,70055790
噽,1,1,96194415
噾,1,2,319787321
嚀,2,5,78260735
嚃,17,30,253908745
嚅,1,1,97639776
嚆,1,1,322332052
嚉,40,199,111658613
嚊,1,5,313193285
嚋,5,17,233253980
嚍,1,1,103094058
嚎,8,9,307590589
嚑,3,3,133211747
嚒,1,1,289848274
嚓,31,96,259773884
嚕,1,1,130712497
嚘,1,1,51953144
嚙,1,1,118100786
嚜,3,3,50396271
嚝,3,6,120574311
嚟,1,1,271333224
嚠,1,2,22887421
嚣,28,29,215459125
嚥,2,3,178067503
嚦,2,2,328981967
嚧,15,19,214064010
嚩,1,1,170360488
嚫,1,1,225026408
嚭,15,16,166566653
嚮,1,1,339404581
嚱,1,1,148266029
嚴,7,10,34872647
嚵,2,2,139425759
嚷,39,139,204490054
嚻,1,5,196311627
嚼,29,36,35072283
嚽,37,211,159229053
嚿,14,57,183481225
囀,1,1,66491336
囂,1,3,283180207
囄,2,2,57312585
囆,1,2,290342699
囇,3,6,257084979
囊,1203,1993,305856384
囌,1,1,55675084
囍,2,3,118095185
囓,1,1,249886709
囕,1,1,91309093
囗,6,6,251681017
囚,9,9,307629526
四,73095,121624,236869737
囝,1,1,108344951
回,43631,75168,311408480
囟,1,1,233923933
因,39719,70497,30102684
囡,9,10,142422480
团,184522,708155,370322376
団,26,39,201100431
囤,62,78,29453488
囥,1,1,144197661
囦,16,16,375131976
囧,25,27,197622601
囨,16,21,37459096
囩,11,20,159224885
囪,4,4,360864782
园,36450,98133,152192226
囮,3,4,355870423
囯,4,4,191289007
困,10881,12980,16818733
囱,79,117,179909122
囲,14,64,332106327
図,30,35,208495381
围,83279,106743,24960929
囵,2,2,175869669
囸,1,1,12785122
囹,5,5,160853066
固,16793,26488,336423558
国,159047,751837,171790726
图,58913,201139,343888757
囿,15,15,223771637
圀,1,1,139025637
圃,186,348,367578559
圄,6,6,147796169
圆,5432,7271,197204187
圈,6355,10274,159520820
圉,1,1,35805295
國,71,300,367045419
圌,2,3,150888331
圍,9,13,45897393
圏,1,1,350884372
園,10,23,214404826
圓,2,2,329041228
圕,3,3,23414302
圖,14,20,216330712
團,59,155,166509828
圛,1,1,338755034
圜,7,9,166668577
圞,1,1,224469685
土,22782,74345,342447430
圠,1,1,130576978
圡,1,1,63121847
圢,1,1,261688164
圣,4438,6382,284614982
圤,2,2,131485726
圥,2,3,61032352
圧,3,9,288898372
在,196474,966342,120578317
圩,57,78,50398552
圪,5,5,271669647
圬,6,6,118265883
圭,64,98,52529235
圯,1,1,300127954
地,223910,1264399,98703902
圲,1,2,242865991
圳,32956,84671,323112131
圴,1,1,90461565
圶,1,1,253916671
圷,2,2,315537223
圹,1,1,87901485
场,126467,598077,240046594
圻,10,10,306849873
圽,1,1,80827977
圾,1364,3025,233156404
圿,1,1,312944851
址,15817,22959,175345375
坂,91,121,220191606
坅,1,1,16466268
坆,1,1,208166440
均,25300,41013,331869019
坊,5826,10051,224420719
坌,1,1,161163347
坍,32,34,12828841
坎,224,276,229757547
坏,2455,3102,336531909
坐,3141,4744,145000127
坑,1374,2626,29460501
坕,2,2,32504810
块,51022,219853,372238037
坘,1,1,151827609
坚,19507,23010,190194839
坛,12512,24537,355802748
坜,3,6,157113752
坝,941,1432,35968789
坞,197,293,186998783
坟,107,129,356947556
坠,68,84,91097668
坡,4873,8419,75165598
坤,1681,2071,96194422
坦,3375,4668,247893834
坨,59,92,108469805
坩,9,15,82753789
坪,1109,1614,233925378
坭,4,4,84539027
坮,2,2,238500521
坯,476,930,309136517
坳,32,38,291204133
坶,4,4,262448819
坷,126,136,283180883
坻,151,232,293037176
垂,2990,4202,273240622
垃,1362,3023,298478580
垄,378,501,120574330
垅,1,1,50396264
垉,7,7,62286107
型,96570,249973,289417815
垌,8,9,130712503
垎,5,7,262372450
垐,1,1,111658789
垒,371,518,233251953
垓,1,1,313193295
垔,2,3,103094043
垕,1,1,88996678
垖,28,159,240842346
垗,1,1,307590582
垙,4,7,78260709
垚,31,78,253908593
垛,122,200,315519118
垜,44,310,97639588
垝,3,3,69309693
垞,1,1,242012848
垠,32,37,150885719
垡,29,35,45890898
垢,42,117,196311392
垣,62,79,349974860
垥,1,1,35072460
垦,508,790,183481291
垧,1,1,366680759
垨,38,113,148266036
垩,4,4,27266412
垪,16,20,197276586
垫,1333,1693,378270092
垬,2,3,139425744
垭,22,29,34872696
垮,60,73,204490229
垰,6,21,170360454
垱,1,1,5915753
垲,1,1,225026415
垴,2,5,166566735
垵,1,1,6711914
垶,1,2,227424594
垸,7,14,175976525
垺,1,1,215459298
垻,1,1,327194015
垽,1,1,18788640
埀,1,1,105614310
埁,1,1,83698212
埂,22,26,237208632
埃,1676,2645,307621044
埄,1,2,108344958
埅,1,1,82741586
埇,1,1,311610621
埉,1,1,71168947
埋,979,1490,320198578
埌,3,3,91309100
